Id	Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
GO:0040011	locomotion	GOBP	1191	0.1684510305034969	2.84868401453224	7.977804364013093E-6	6.667165075639513E-4	up	174397,  175123,  176528,  177187,  177225,  178414,  178857,  179693,  180907,  180908,  180909,  181664,  182480,  185812,  188426
GO:0004521	endoribonuclease activity	GOMF	12	-0.5060983749748992	0.043058179777242654	1.8736117577861677E-5	9.314527024422663E-4	down	182229
GO:0016772	transferase activity, transferring phosphorus-containing groups	GOMF	369	-0.25617577974251426	0.20351164026673071	3.7200822830034024E-5	0.0015809097269416953	down	180080,  189433
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	GOMF	13	-0.4895718198752406	0.04771559494090433	4.0885596386423155E-5	0.0015809097269416953	down	182229
GO:0008286	insulin receptor signaling pathway	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0032868	response to insulin	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0032869	cellular response to insulin stimulus	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0043434	response to peptide hormone	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0071375	cellular response to peptide hormone stimulus	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0071417	cellular response to organonitrogen compound	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:1901652	response to peptide	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:1901653	cellular response to peptide	GOBP	12	-0.46773181167631245	0.054651976159305386	4.2756694577439315E-5	0.0022738787570729087	down	172981
GO:0044420	extracellular matrix part	GOCC	19	0.4278292631328908	14.2790182337164	4.4275525342028836E-5	0.0011462441560769689	up	179823
GO:0009416	response to light stimulus	GOBP	14	-0.45418378103407664	0.0594527021863148	4.751837700425739E-5	0.0024172391780426586	down	172981
GO:1901363	heterocyclic compound binding	GOMF	1730	-0.14892424077388847	0.3963309070652519	5.0283383953415556E-5	0.001602015816823539	down	172981,  175086,  176549,  177389,  180080,  182229,  182466,  190362
GO:0097159	organic cyclic compound binding	GOMF	1732	-0.1487939798673357	0.39665187495077997	5.063843099154864E-5	0.001602015816823539	down	172981,  175086,  176549,  177389,  180080,  182229,  182466,  190362
GO:0030529	ribonucleoprotein complex	GOCC	141	0.2902725392929243	6.073469804340886	5.159914349783417E-5	0.0012022600434995361	up	
GO:0010243	response to organonitrogen compound	GOBP	13	-0.45745960011231185	0.05825460490144077	5.931756778384499E-5	0.0028917314294624433	down	172981
GO:0004721	phosphoprotein phosphatase activity	GOMF	77	-0.3579603250633209	0.10811247754472825	6.084551406574624E-5	0.001764519907906641	down	
GO:0004725	protein tyrosine phosphatase activity	GOMF	45	-0.3924840618786278	0.08723631054104977	7.000474709952798E-5	0.001873973230048903	down	
GO:0004540	ribonuclease activity	GOMF	17	-0.460505614146792	0.057162229676457205	7.722995550108964E-5	0.0019197160367413711	down	182229
cel03008	Ribosome biogenesis in eukaryotes	KEGG	45	1.2405995092818674	2230.184858667004	8.888506113674982E-5	0.0038220576288802424	up	
GO:0006730	one-carbon metabolic process	GOBP	12	-0.45813254780834595	0.05801148668445782	9.510772209909617E-5	0.004283088231722754	down	177389
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	GOBP	14	-0.4459060650201979	0.06259114636108364	9.517973848272787E-5	0.004283088231722754	down	182229
GO:0004672	protein kinase activity	GOMF	262	-0.26507826694834463	0.1925580630514783	1.0573885814598051E-4	0.002453141508986748	down	
GO:0010035	response to inorganic substance	GOBP	41	-0.365087891627987	0.1034281440320407	1.0829811424113418E-4	0.004692918283782482	down	175086,  3564838
GO:0006412	translation	GOBP	112	0.27164991490243034	5.409722302251463	1.1719544980520783E-4	0.004888012049946696	up	
GO:0035335	peptidyl-tyrosine dephosphorylation	GOBP	45	-0.35725671893137867	0.10858624915623767	1.2115585422944802E-4	0.004888012049946696	down	
GO:0043168	anion binding	GOMF	787	-0.18510388336137779	0.31652656964782344	1.2329276107257033E-4	0.0026816175533284047	down	177389,  180080
GO:0016301	kinase activity	GOMF	308	-0.24885292199781137	0.21298716264450024	1.43357191261377E-4	0.0029346060328799524	down	180080
GO:1901699	cellular response to nitrogen compound	GOBP	16	-0.43045074043737036	0.06890113296430238	1.4350902372684427E-4	0.005596851925346927	down	172981
GO:0031625	ubiquitin protein ligase binding	GOMF	10	-0.49071034247321044	0.0473791761607829	1.6428420059386883E-4	0.0030089948319298077	down	172981
GO:0044389	small conjugating protein ligase binding	GOMF	10	-0.49071034247321044	0.0473791761607829	1.6428420059386883E-4	0.0030089948319298077	down	172981
GO:1901698	response to nitrogen compound	GOBP	17	-0.422799352549579	0.07225655132207909	1.8202480407876462E-4	0.006809828717896908	down	172981
GO:0030246	carbohydrate binding	GOMF	250	-0.259691842959029	0.1991129494002102	1.8471416565686964E-4	0.0032140264824295317	down	187486,  189207
GO:0043053	dauer entry	GOBP	15	-0.4316958050468681	0.06837006159847701	1.9207209204324613E-4	0.006809828717896908	down	172981
GO:0055115	entry into diapause	GOBP	15	-0.4316958050468681	0.06837006159847701	1.9207209204324613E-4	0.006809828717896908	down	172981
GO:0016020	membrane	GOCC	2081	-0.17653192669656056	0.3338455756487208	1.983568155733915E-4	0.00420155800260002	down	185764,  188762,  190557
GO:0097367	carbohydrate derivative binding	GOMF	697	-0.18452604855882718	0.317665265204639	2.3019750498920905E-4	0.0035583356322552197	down	177389,  180080
GO:0005524	ATP binding	GOMF	546	-0.20089672716725152	0.2869364754549243	2.3390418481146686E-4	0.0035583356322552197	down	177389,  180080
GO:0032559	adenyl ribonucleotide binding	GOMF	548	-0.20056330734060568	0.2875316453425818	2.3517735500537372E-4	0.0035583356322552197	down	177389,  180080
GO:0032553	ribonucleotide binding	GOMF	677	-0.1825890699731319	0.3215122887255393	3.0142438732088804E-4	0.004276541082529517	down	177389,  180080
GO:0016773	phosphotransferase activity, alcohol group as acceptor	GOMF	291	-0.2408418109138205	0.22385931811840146	3.072227789173504E-4	0.004276541082529517	down	
GO:0090501	RNA phosphodiester bond hydrolysis	GOBP	19	-0.40704824572298576	0.07968727841413574	3.1895083178170246E-4	0.01097566097601741	down	182229
GO:0004519	endonuclease activity	GOMF	24	-0.41398244952465907	0.07632622555583007	3.3053669475800545E-4	0.004424106529837919	down	182229
GO:0032555	purine ribonucleotide binding	GOMF	673	-0.18083777044154195	0.32503062423162404	3.493379599034071E-4	0.0044397108134212075	down	177389,  180080
GO:0016740	transferase activity	GOMF	799	-0.1694559191784977	0.34885387956310404	3.5721811142469485E-4	0.0044397108134212075	down	177389,  180080,  189433
GO:0006796	phosphate-containing compound metabolic process	GOBP	789	-0.16426266175782367	0.3602964666271174	3.94613151588725E-4	0.01319135392453738	down	180080,  185764
GO:0006793	phosphorus metabolic process	GOBP	797	-0.16182728251896814	0.3657910023588177	4.622031882077686E-4	0.01502160361675248	down	180080,  185764
GO:0016791	phosphatase activity	GOMF	109	-0.3026263181218418	0.15248272509820224	4.657735528279422E-4	0.0055691270369551404	down	
GO:0043068	positive regulation of programmed cell death	GOBP	15	-0.41940475359832546	0.07379707530098789	4.7561962683854596E-4	0.015039863875705372	down	172981
GO:0001883	purine nucleoside binding	GOMF	667	-0.1761600052743353	0.33461810068776104	4.996870141193125E-4	0.0055691270369551404	down	177389,  180080
GO:0032550	purine ribonucleoside binding	GOMF	667	-0.1761600052743353	0.33461810068776104	4.996870141193125E-4	0.0055691270369551404	down	177389,  180080
GO:0035639	purine ribonucleoside triphosphate binding	GOMF	666	-0.17584411282900322	0.3352756506816127	5.137825417492662E-4	0.0055691270369551404	down	177389,  180080
GO:0001882	nucleoside binding	GOMF	668	-0.1747976368083328	0.33746320079554704	5.44110112805962E-4	0.0055691270369551404	down	177389,  180080
GO:0032549	ribonucleoside binding	GOMF	668	-0.1747976368083328	0.33746320079554704	5.44110112805962E-4	0.0055691270369551404	down	177389,  180080
GO:0042578	phosphoric ester hydrolase activity	GOMF	130	-0.2858456184474822	0.16924320845323135	6.112027780737669E-4	0.006077101907704882	down	
GO:0030554	adenyl nucleotide binding	GOMF	559	-0.18216294329161992	0.3223648492700058	7.196342309510546E-4	0.006956464232526861	down	177389,  180080
GO:0006470	protein dephosphorylation	GOBP	58	-0.3135198019961666	0.1425015074830311	8.873928748388496E-4	0.026343730046102378	down	
GO:0009617	response to bacterium	GOBP	42	-0.3354504209662907	0.12434530040198419	9.006403434564915E-4	0.026343730046102378	down	172981,  185060
GO:0042742	defense response to bacterium	GOBP	42	-0.3354504209662907	0.12434530040198419	9.006403434564915E-4	0.026343730046102378	down	172981,  185060
GO:0017076	purine nucleotide binding	GOMF	684	-0.16542071449815185	0.3577127775405444	9.185358548272728E-4	0.008639202094051106	down	177389,  180080
GO:0050829	defense response to Gram-negative bacterium	GOBP	36	-0.34528237308439563	0.11697504798515972	9.589385257302301E-4	0.026897758744657333	down	172981,  185060
GO:0006464	cellular protein modification process	GOBP	540	-0.17284817430478053	0.3415764827548821	9.885501077096285E-4	0.026897758744657333	down	
GO:0036211	protein modification process	GOBP	540	-0.17284817430478053	0.3415764827548821	9.885501077096285E-4	0.026897758744657333	down	
GO:0033124	regulation of GTP catabolic process	GOBP	66	-0.30222046732096763	0.15286780300596275	0.0010566472650233812	0.028097211365394455	down	185764
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	GOMF	21	-0.40362605138634045	0.0814001854533363	0.0011321724796714142	0.01036831639278032	down	177389
GO:0010942	positive regulation of cell death	GOBP	22	-0.37796633880601316	0.09547291635683358	0.0011353397719090132	0.029518834069634344	down	172981
GO:0016311	dephosphorylation	GOBP	110	-0.2669801606562858	0.19029551585168644	0.0011679536608796555	0.029706647461504282	down	
GO:0043087	regulation of GTPase activity	GOBP	65	-0.3011520185263309	0.15388622117225467	0.0012148664378869732	0.030242419836760823	down	185764
GO:0018996	molting cycle, collagen and cuticulin-based cuticle	GOBP	223	0.20098908319710065	3.487092812753215	0.0012883225224905367	0.030481038904718406	up	174397,  175123,  179273,  181664,  185812
GO:0042303	molting cycle	GOBP	223	0.20098908319710065	3.487092812753215	0.0012883225224905367	0.030481038904718406	up	174397,  175123,  179273,  181664,  185812
GO:0044707	single-multicellular organism process	GOBP	3374	0.10061841629050886	1.8688140367546107	0.0013026085002016414	0.030481038904718406	up	13191153,  172197,  172495,  173495,  174397,  174731,  175123,  176298,  176528,  176695,  177187,  177559,  177872,  178245,  178254,  178414,  179273,  179298,  179351,  179615,  179693,  181664,  182480,  185812,  186083,  188178,  188426,  259632
GO:0006468	protein phosphorylation	GOBP	292	-0.2033001425721389	0.28268255846918755	0.0013964483967452987	0.03203616910180391	down	
GO:0003677	DNA binding	GOMF	647	-0.16173721896216126	0.36599579644175934	0.0014548545338347622	0.012981778917294802	down	172981,  176549,  182466
GO:0005840	ribosome	GOCC	63	0.29321317809153485	6.185482357810171	0.0015565424053348505	0.029052463968388738	up	
GO:0031224	intrinsic component of membrane	GOCC	1686	-0.15054721694144207	0.39235354168467135	0.0017042121136580457	0.029052463968388738	down	188762
GO:0004518	nuclease activity	GOMF	41	-0.3481766254878535	0.11488986829922582	0.0017181059356216357	0.014947521639908229	down	182229
GO:0016021	integral component of membrane	GOCC	1683	-0.1502163426492594	0.3931611502857226	0.0017456416118345165	0.029052463968388738	down	188762
GO:0007275	multicellular organismal development	GOBP	3071	0.09770836002421389	1.835320573108396	0.0017475389739191453	0.03931962691318077	up	13191153,  172197,  172495,  173495,  174397,  174731,  175123,  176298,  176528,  176695,  177187,  177559,  177872,  178245,  178254,  178414,  179273,  179298,  179351,  179693,  181664,  182480,  185812,  186083,  188178,  188426,  259632
GO:0005096	GTPase activator activity	GOMF	42	-0.34554917049009737	0.11678125922169601	0.0018068891450975517	0.01533652249985239	down	185764
GO:0043547	positive regulation of GTPase activity	GOBP	64	-0.2957144032253815	0.15917530688563794	0.0018430604001002013	0.0406864277003252	down	185764
cel00270	Cysteine and methionine metabolism	KEGG	24	-0.39885860702565035	0.08384797599996062	0.0018754476019963056	0.05376283125722743	down	177389
GO:0034599	cellular response to oxidative stress	GOBP	11	-0.4211704356812644	0.0729917250016523	0.0019674456583068183	0.04146315173912609	down	175086
GO:0009725	response to hormone	GOBP	256	-0.20590496859193735	0.2781433403743331	0.0019845611088812488	0.04146315173912609	down	172981,  189824
GO:0032870	cellular response to hormone stimulus	GOBP	256	-0.20590496859193735	0.2781433403743331	0.0019845611088812488	0.04146315173912609	down	172981,  189824
GO:0065008	regulation of biological quality	GOBP	622	-0.15508792140390543	0.3814365907888258	0.002073407470304927	0.042559416495732715	down	177014,  182466,  188762
GO:0031329	regulation of cellular catabolic process	GOBP	78	-0.2797167869281212	0.17581372777750584	0.0021923246879379022	0.04378451818195955	down	185764
GO:0030811	regulation of nucleotide catabolic process	GOBP	68	-0.2884575942716003	0.16651816083733625	0.0022453599067671567	0.04378451818195955	down	185764
GO:0033121	regulation of purine nucleotide catabolic process	GOBP	68	-0.2884575942716003	0.16651816083733625	0.0022453599067671567	0.04378451818195955	down	185764
GO:0043412	macromolecule modification	GOBP	560	-0.15906156648696013	0.37213250226767974	0.0023084770908265205	0.04427734747978736	down	
GO:0019219	regulation of nucleobase-containing compound metabolic process	GOBP	708	-0.14646076807984545	0.40244522617939343	0.0023970095014691968	0.0445158907415708	down	172981,  176549,  182466,  185764,  189824
GO:0051171	regulation of nitrogen compound metabolic process	GOBP	708	-0.14646076807984545	0.40244522617939343	0.0023970095014691968	0.0445158907415708	down	172981,  176549,  182466,  185764,  189824
GO:0008047	enzyme activator activity	GOMF	48	-0.32928387633444234	0.1292030288821831	0.0025984353541825557	0.021529892934655463	down	185764
GO:0046930	pore complex	GOCC	18	-0.4550228571152534	0.05914349124145951	0.0026647455181824514	0.04139238038243408	down	188762
GO:0016787	hydrolase activity	GOMF	842	-0.1360474227505137	0.4293506125407005	0.002841122830890889	0.022993273143023938	down	182229
GO:0071495	cellular response to endogenous stimulus	GOBP	279	-0.1948562203095619	0.29791262363075743	0.002893241438299524	0.05217423774159186	down	172981,  189824
GO:0009719	response to endogenous stimulus	GOBP	280	-0.19461510519501482	0.29835936123428547	0.00289856876342177	0.05217423774159186	down	172981,  189824
GO:0030695	GTPase regulator activity	GOMF	51	-0.3228248833248635	0.13449474729348446	0.002908166387776924	0.02300095233969022	down	185764
GO:0009118	regulation of nucleoside metabolic process	GOBP	69	-0.2817986555262074	0.17355370184652102	0.0031510118665299984	0.05585884672484997	down	185764
GO:0022613	ribonucleoprotein complex biogenesis	GOBP	41	0.2947245306342033	6.243852969454082	0.0033645167610385786	0.05830113554602106	up	
GO:0009314	response to radiation	GOBP	22	-0.3594308519600395	0.10712896569634141	0.003456134431997528	0.05830113554602106	down	172981
GO:0006140	regulation of nucleotide metabolic process	GOBP	70	-0.2790809304733631	0.17650984755808452	0.0034881021266850204	0.05830113554602106	down	185764
GO:1900542	regulation of purine nucleotide metabolic process	GOBP	70	-0.2790809304733631	0.17650984755808452	0.0034881021266850204	0.05830113554602106	down	185764
GO:0006974	cellular response to DNA damage stimulus	GOBP	58	-0.29135275421998086	0.16354891061746313	0.0035525592247637	0.05854217314047224	down	172981
GO:0016310	phosphorylation	GOBP	349	-0.17792452276263454	0.3309687959615085	0.0036932904142810974	0.059749621456051935	down	180080
GO:0070887	cellular response to chemical stimulus	GOBP	353	-0.1771253922606627	0.33261656889631713	0.0037279678344374284	0.059749621456051935	down	172981,  175086,  189824
GO:0034660	ncRNA metabolic process	GOBP	53	0.27346171459813556	5.470977957759086	0.00417868587225808	0.06606841176408045	up	13191153
GO:0009790	embryo development	GOBP	2028	0.09389813054121915	1.7923723588210554	0.004300303267287974	0.06708473096969239	up	172495,  174731,  176298,  177872,  178254,  179351,  179693,  181664,  182480,  186083,  188178,  188426
GO:0032501	multicellular organismal process	GOBP	3479	0.08842598207413051	1.7324434733052894	0.004375367077809195	0.06735762475048365	up	13191153,  172197,  172495,  173495,  174397,  174731,  175123,  176298,  176528,  176695,  177187,  177559,  177872,  178245,  178254,  178414,  179273,  179298,  179351,  179615,  179693,  181664,  182480,  185812,  186083,  188178,  188426,  259632
GO:0006575	cellular modified amino acid metabolic process	GOBP	18	-0.3692384849006096	0.10079440019465645	0.00447726725488757	0.06744480590745763	down	177389
GO:0031323	regulation of cellular metabolic process	GOBP	790	-0.13222861661802757	0.43966199886272495	0.004496320393830509	0.06744480590745763	down	172981,  176549,  182466,  185764,  189824
GO:0060589	nucleoside-triphosphatase regulator activity	GOMF	52	-0.31251727862037704	0.1433921046428373	0.00452791984687034	0.03501591348246397	down	185764
GO:0051345	positive regulation of hydrolase activity	GOBP	71	-0.2727672218228125	0.18357327255274497	0.004713032043683938	0.06822581294178065	down	185764
GO:0042981	regulation of apoptotic process	GOBP	32	-0.3268150295287841	0.13120066561556248	0.004781128076033208	0.06822581294178065	down	172981
GO:0051235	maintenance of location	GOBP	433	-0.16170830850752616	0.3660615597693504	0.004791792484295714	0.06822581294178065	down	177014,  182466
GO:0038023	signaling receptor activity	GOMF	596	-0.14663601642839386	0.40200716175282736	0.004844078612842211	0.036646507766719336	down	189824
GO:0009792	embryo development ending in birth or egg hatching	GOBP	1977	0.09293526675324021	1.7816791483273315	0.00493196752861179	0.06822581294178065	up	172495,  174731,  176298,  177872,  178254,  179351,  179693,  181664,  182480,  186083,  188178,  188426
GO:1901362	organic cyclic compound biosynthetic process	GOBP	767	-0.13205894566133802	0.44012583990492693	0.004997975822414516	0.06822581294178065	down	172981,  176549,  177389,  182466,  189824
GO:0042221	response to chemical	GOBP	529	-0.150155220597192	0.393310520758665	0.005075521911424796	0.06822581294178065	down	172981,  175086,  189824,  3564838
GO:0016209	antioxidant activity	GOMF	19	-0.3819921804842655	0.09311390983711745	0.005159739884019056	0.038204031481673006	down	175086
GO:0051716	cellular response to stimulus	GOBP	1157	-0.11381112415894025	0.49297760403674273	0.005179675917114018	0.06822581294178065	down	172981,  175086,  185764,  189824
GO:0010876	lipid localization	GOBP	437	-0.15992678023800153	0.37013692892816785	0.005185633718806264	0.06822581294178065	down	177014,  182466
GO:0023021	termination of signal transduction	GOBP	17	-0.3705901110160605	0.09995129065470097	0.005189826796426049	0.06822581294178065	down	185764
GO:0038032	termination of G-protein coupled receptor signaling pathway	GOBP	17	-0.3705901110160605	0.09995129065470097	0.005189826796426049	0.06822581294178065	down	185764
GO:0045744	negative regulation of G-protein coupled receptor protein signaling pathway	GOBP	17	-0.3705901110160605	0.09995129065470097	0.005189826796426049	0.06822581294178065	down	185764
GO:0042254	ribosome biogenesis	GOBP	31	0.30627972043329443	6.708721732596081	0.0053191513995113964	0.06907495898944843	up	
GO:0010941	regulation of cell death	GOBP	49	-0.2952306328762697	0.15965457848379147	0.005372496810290434	0.06907495898944843	down	172981
GO:0044425	membrane part	GOCC	1845	-0.12800969913030738	0.45134190932866236	0.005480751187453565	0.07981343916729254	down	188762
GO:0019438	aromatic compound biosynthetic process	GOBP	747	-0.13070489098413007	0.44384508991631416	0.005944404563762711	0.07559731890872144	down	172981,  176549,  177389,  182466,  189824
GO:0043067	regulation of programmed cell death	GOBP	41	-0.3052564245412222	0.15001064090290142	0.006013099779561144	0.0756486746460918	down	172981
GO:0001071	nucleic acid binding transcription factor activity	GOMF	465	-0.15723815584766196	0.3763734099952732	0.006099311467613994	0.04331755899448306	down	172981,  176549,  189824
GO:0003700	sequence-specific DNA binding transcription factor activity	GOMF	465	-0.15723815584766196	0.3763734099952732	0.006099311467613994	0.04331755899448306	down	172981,  176549,  189824
GO:0009894	regulation of catabolic process	GOBP	84	-0.25679803143485685	0.20272617020051292	0.006130892228500131	0.07631004156750164	down	185764
GO:0090305	nucleic acid phosphodiester bond hydrolysis	GOBP	45	-0.297922968292823	0.15700549229758365	0.006317901535232086	0.07780994522338464	down	182229
cel03030	DNA replication	KEGG	24	-0.3590000257775276	0.1074161788135158	0.006595948549910782	0.14181289382308182	down	182229
GO:0044085	cellular component biogenesis	GOBP	343	0.1543699830452825	2.609996673431597	0.006770808896966107	0.08251923343177443	up	173664,  177107
