Id	Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Enriched	SigGenes
900893	Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages	Biocarta Pathway	27	-0.19565405645266123	0.29643915757181466	0.48413778133046664	0.8682052511446552	depleted	
900904	Map Kinase Inactivation of SMRT Corepressor	Biocarta Pathway	11	-0.3430496264586707	0.11860946532988353	0.48792025706977116	0.8682052511446552	depleted	
900912	Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation	Biocarta Pathway	23	0.1468537229765872	2.4908856652599507	0.49078312336687696	0.8682052511446552	enriched	5577
900878	Human Cytomegalovirus and Map Kinase Pathways	Biocarta Pathway	17	-0.24745633250865456	0.21484377819458145	0.501494151636839	0.8682052511446552	depleted	
900899	Intrinsic Prothrombin Activation Pathway	Biocarta Pathway	23	0.14299808974133058	2.4319103154799424	0.504107292337937	0.8682052511446552	enriched	2161
900822	CCR3 signaling in Eosinophils	Biocarta Pathway	23	-0.19917239946188534	0.29002782663879767	0.512094921693681	0.8682052511446552	depleted	
900944	Regulation of ck1/cdk5 by type 1 glutamate receptors	Biocarta Pathway	17	0.15824989428648892	2.6736941010085626	0.5156433276040058	0.8682052511446552	enriched	5577
900942	Regulation And Function Of ChREBP in Liver	Biocarta Pathway	42	0.10840730336749912	1.961498859914354	0.5158657729726219	0.8682052511446552	enriched	5577,  28227
900850	EGF Signaling Pathway	Biocarta Pathway	31	-0.16467122649000532	0.3593828091988809	0.5169183499766657	0.8682052511446552	depleted	
900818	Cadmium induces DNA synthesis and proliferation in macrophages	Biocarta Pathway	16	0.15754724319242627	2.662044331865877	0.5300728738589823	0.8682052511446552	enriched	
900814	Bioactive Peptide Induced Signaling Pathway	Biocarta Pathway	42	-0.13335787731655274	0.4365872909800943	0.530625018229079	0.8682052511446552	depleted	
900880	Hypoxia-Inducible Factor in the Cardiovascular System	Biocarta Pathway	15	0.1613160011698752	2.7251288932597455	0.5314428750583331	0.8682052511446552	enriched	
900856	Erk1/Erk2 Mapk Signaling pathway	Biocarta Pathway	28	0.1242225242522713	2.1640777847341246	0.5322665358776278	0.8682052511446552	enriched	4804
900820	Caspase Cascade in Apoptosis	Biocarta Pathway	23	0.1333199900883804	2.2899534505408656	0.5378709918135386	0.8702140436658063	enriched	329,  330
900948	Regulation of p27 Phosphorylation during Cell Cycle Progression	Biocarta Pathway	13	0.16711118282489557	2.8250625617926706	0.5426823998180232	0.8709177222886018	enriched	
900824	CDK Regulation of DNA Replication	Biocarta Pathway	18	-0.20720949571685018	0.2758975134919708	0.5487305368145915	0.8735790146088297	depleted	
900982	T Helper Cell Surface Molecules	Biocarta Pathway	12	0.16858412432980685	2.8510412097776796	0.5541109140043505	0.8751434276735377	enriched	
900833	Control of Gene Expression by Vitamin D Receptor	Biocarta Pathway	11	-0.2687098287216271	0.18826094415714206	0.5638212488922145	0.8834679411775646	depleted	
900825	Cell Cycle: G1/S Check Point	Biocarta Pathway	28	0.11360296038984209	2.025867244250823	0.5724285668797131	0.889947537570804	enriched	8900
900922	Oxidative Stress Induced Gene Expression Via Nrf2	Biocarta Pathway	13	-0.2182091602037444	0.2576677243675022	0.5946955962346632	0.8917997151128169	depleted	
900888	IL-10 Anti-inflammatory Signaling Pathway	Biocarta Pathway	17	0.13225911901543383	2.2749056798196166	0.5980740012064425	0.8917997151128169	enriched	
900981	T Cytotoxic Cell Surface Molecules	Biocarta Pathway	12	0.1522610262153424	2.576012360578826	0.6002402797248073	0.8917997151128169	enriched	
900983	TACI and BCMA stimulation of B cell immune responses.	Biocarta Pathway	15	-0.19516327534334324	0.2973446808623138	0.602033314590374	0.8917997151128169	depleted	9020
900929	Phospholipids as signalling intermediaries	Biocarta Pathway	27	-0.13748093727168798	0.42554263077694965	0.6042161044567121	0.8917997151128169	depleted	
900907	Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)	Biocarta Pathway	56	0.07782159019559295	1.6219525230816036	0.6050372028493984	0.8917997151128169	enriched	5577,  5743
900952	Reversal of Insulin Resistance by Leptin	Biocarta Pathway	11	0.1530090428127003	2.588015165613102	0.6134992272038124	0.8917997151128169	enriched	
900873	Hemoglobin's Chaperone	Biocarta Pathway	11	-0.22477669997772287	0.24736282327552744	0.6159897511907827	0.8917997151128169	depleted	
900828	Cells and Molecules involved in local acute inflammatory response	Biocarta Pathway	17	0.1253713809073099	2.1795839263160155	0.620056614267354	0.8917997151128169	enriched	6403
900902	Lectin Induced Complement Pathway	Biocarta Pathway	10	0.15325736862563832	2.592012197238709	0.6291563249068299	0.8917997151128169	enriched	
900911	Multi-step Regulation of Transcription by Pitx2	Biocarta Pathway	15	-0.1771015092508123	0.33266594069095223	0.6305074402969192	0.8917997151128169	depleted	
900869	GATA3 participate in activating the Th2 cytokine genes expression	Biocarta Pathway	16	0.12437748173586965	2.166162795482694	0.6333911965408381	0.8917997151128169	enriched	5577
900937	Rab GTPases Mark Targets In The Endocytotic Machinery	Biocarta Pathway	12	-0.1998539006374505	0.28880208010702174	0.6340920463327202	0.8917997151128169	depleted	
900941	RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage	Biocarta Pathway	13	-0.18891477554362393	0.30911827942832987	0.6363595957086432	0.8917997151128169	depleted	
900809	ATM Signaling Pathway	Biocarta Pathway	20	0.11023574048148856	1.9839145245128809	0.6428336980183172	0.894572768570945	enriched	
900976	Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle	Biocarta Pathway	11	0.13635108587858716	2.333498310831285	0.6589934378097035	0.9079401903827211	enriched	
900973	Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	Biocarta Pathway	20	-0.13284287633657826	0.43798683983364134	0.6645744339205304	0.9079401903827211	depleted	
900889	IL-2 Receptor Beta Chain in T cell Activation	Biocarta Pathway	38	-0.0927456688513922	0.5619300040845465	0.6661269738486296	0.9079401903827211	depleted	
900794	Activation of Src by Protein-tyrosine phosphatase alpha	Biocarta Pathway	11	-0.18220216438188877	0.3222862844424441	0.6728412269383419	0.9108530895287758	depleted	
900890	IL-7 Signal Transduction	Biocarta Pathway	17	-0.12787503353252672	0.4517197927280625	0.6988134294657173	0.9167879092570115	depleted	
900996	Toll-Like Receptor Pathway	Biocarta Pathway	37	0.07042865825507917	1.5491191978408247	0.7026676988558541	0.9167879092570115	enriched	9020
900969	Selective expression of chemokine receptors during T-cell polarization	Biocarta Pathway	27	0.08004354801816482	1.64450476098759	0.7064366692251648	0.9167879092570115	enriched	1236
900987	The 4-1BB-dependent immune response	Biocarta Pathway	17	-0.122479693393885	0.4671227095602841	0.7095121705026499	0.9167879092570115	depleted	
901003	VEGF, Hypoxia, and Angiogenesis	Biocarta Pathway	29	-0.09029666435606928	0.5705477688878204	0.7122571654949383	0.9167879092570115	depleted	
900970	Signal transduction through IL1R	Biocarta Pathway	33	0.07027383916290102	1.5476294451107946	0.718498332728299	0.9167879092570115	enriched	3553,  9020
900871	Granzyme A mediated Apoptosis Pathway	Biocarta Pathway	11	0.11405995806631618	2.031629009747905	0.7191154077088151	0.9167879092570115	enriched	
900894	Induction of apoptosis through DR3 and DR4/5 Death Receptors	Biocarta Pathway	33	0.06911651989256075	1.536538384816432	0.7232711687849287	0.9167879092570115	enriched	329,  330,  9020
900994	TNFR1 Signaling Pathway	Biocarta Pathway	29	-0.08245189401388621	0.5990523983777253	0.7343340113202019	0.9167879092570115	depleted	
900984	Telomeres, Telomerase, Cellular Aging, and Immortality	Biocarta Pathway	18	-0.10570319508302724	0.5184540210027244	0.7367875979412073	0.9167879092570115	depleted	
901005	WNT Signaling Pathway	Biocarta Pathway	26	-0.08580078335297424	0.5867137406596253	0.738671277659356	0.9167879092570115	depleted	10023
900962	Role of Mitochondria in Apoptotic Signaling	Biocarta Pathway	21	0.07953604577699745	1.6393262827009352	0.7406064911149159	0.9167879092570115	enriched	329,  330
900797	Adhesion and Diapedesis of Lymphocytes	Biocarta Pathway	11	-0.13633229011535172	0.42859118880977165	0.7416304178796262	0.9167879092570115	depleted	
900916	NFAT and Hypertrophy of the heart (Transcription in the broken heart)	Biocarta Pathway	53	0.05223286543336735	1.3834865362324946	0.7417228813586877	0.9167879092570115	enriched	1482,  5577,  64100
900963	Role of nicotinic acetylcholine receptors in the regulation of apoptosis	Biocarta Pathway	16	-0.10232484848371078	0.5294540847484399	0.7581294398125294	0.92946138155623	depleted	
900959	Role of fl-arrestins in the activation and targeting of MAP kinases	Biocarta Pathway	12	0.09286777255238342	1.7809319797065606	0.7655117996157544	0.92946138155623	enriched	
900956	Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy	Biocarta Pathway	18	0.07649126855834683	1.6085984260716615	0.7685446166677216	0.92946138155623	enriched	
901000	Trefoil Factors Initiate Mucosal Healing	Biocarta Pathway	20	-0.08246114745488102	0.5990179499558937	0.7774897047470385	0.92946138155623	depleted	2690
900872	Growth Hormone Signaling Pathway	Biocarta Pathway	27	0.05998751922534538	1.4517923881069525	0.782410170256486	0.92946138155623	enriched	2690
900957	Role of ERBB2 in Signal Transduction and Oncology	Biocarta Pathway	21	-0.07687352146583878	0.6201841623160461	0.7861104303681735	0.92946138155623	depleted	
900837	CTL mediated immune response against target cells	Biocarta Pathway	13	0.0812767086354264	1.6571560192872805	0.7887337196195348	0.92946138155623	enriched	
900795	Acute Myocardial Infarction	Biocarta Pathway	20	-0.07670174298481976	0.6208465847152371	0.7915040324513691	0.92946138155623	depleted	
900906	mCalpain and friends in Cell motility	Biocarta Pathway	24	0.05945944628870618	1.447035754052377	0.7961237661169841	0.92946138155623	enriched	5577
900819	CARM1 and Regulation of the Estrogen Receptor	Biocarta Pathway	33	-0.05579119493139966	0.7070029702859149	0.8016965088798397	0.92946138155623	depleted	
900830	Chaperones modulate interferon Signaling Pathway	Biocarta Pathway	19	-0.07389637545152991	0.6317654903137225	0.8033535559179475	0.92946138155623	depleted	
900879	Hypoxia and p53 in the Cardiovascular system	Biocarta Pathway	22	-0.0625617080640184	0.6778722046086584	0.8186456185194126	0.9405740863815829	depleted	
900838	CXCR4 Signaling Pathway	Biocarta Pathway	24	-0.056986809315967196	0.7017692121161687	0.8264992656382917	0.9405740863815829	depleted	
900887	IL 6 signaling pathway	Biocarta Pathway	22	0.05206034323063385	1.3820040151335529	0.8297044593330469	0.9405740863815829	enriched	1051
900851	Electron Transport Reaction in Mitochondria	Biocarta Pathway	12	0.06450980831165466	1.4931726882823493	0.8409969810022708	0.9405740863815829	enriched	
900940	Ras-Independent pathway in NK cell-mediated cytotoxicity	Biocarta Pathway	17	0.05330377583499953	1.3927247455794045	0.8459105398911196	0.9405740863815829	enriched	
900985	TGF beta signaling pathway	Biocarta Pathway	19	-0.05502447133715004	0.7103797980179568	0.850121265192297	0.9405740863815829	depleted	
